,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,sum
17423,13570,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,Casual,Hanes Men Racer Back Black Innerwear Vests,Casual Black Innerwear Vests Summer
17424,18198,Men,Apparel,Bottomwear,Trousers,Blue,Fall,Casual,Highlander Men Solid Blue Trouser,Casual Blue Trousers Fall
17425,2127,Men,Apparel,Topwear,Shirts,Red,Spring,Casual,Basics Men Red Slim FitChecked Shirt,Casual Red Shirts Spring
17426,31620,Men,Apparel,Topwear,Shirts,Grey,Summer,Formal,Indigo Nation Men Grey Shirt,Formal Grey Shirts Summer
17427,26697,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Nike Men White Sweet Classic Leather Shoes,Casual White Casual Shoes Fall
17428,47492,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,Casual,Footfun Kids Unisex Red Shoes,Casual Red Casual Shoes Fall
17429,16230,Men,Apparel,Bottomwear,Tracksuits,Grey,Fall,Sports,Puma Men Tricot Graphic Grey Tracksuit,Sports Grey Tracksuits Fall
17430,43032,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Scullers Men White & Navy Blue Check Shirt,Casual White Shirts Summer
17431,2315,Women,Apparel,Topwear,Tshirts,Pink,Fall,Sports,Nike Womens Cruiser Pink T-shirt,Sports Pink Tshirts Fall
17432,41765,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,Remanika Women Blue Tunic,Casual Blue Tunics Summer
17433,11015,Women,Apparel,Topwear,Tunics,Purple,Fall,Casual,Wrangler Women Kangroo Pocket Purple Tunics,Casual Purple Tunics Fall
17434,1590,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Kipsta Men's F300 Football Shoe,Sports Black Sports Shoes Fall
17435,52372,Women,Apparel,Loungewear and Nightwear,Nightdress,Green,Winter,Casual,Red Rose Women Green Nightdress,Casual Green Nightdress Winter
17436,11829,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Playboy Men Casual White Casual Shoes,Casual White Casual Shoes Summer
17437,5130,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Wrangler Women Woodstock Black White Top,Casual Black Tops Summer
17438,44217,Women,Footwear,Flip Flops,Flip Flops,White,Winter,Casual,iPanema Women White Flip Flops,Casual White Flip Flops Winter
17439,58648,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,ALayna Women Pink & Yellow Kurta,Ethnic Pink Kurtas Summer
17440,20752,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,Carlton London Women Classy Gold Stilettos,Casual Gold Heels Winter
17441,7203,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,Jealous 21 Women Lady With The Hat Blue Top,Casual Blue Tops Fall
17442,51193,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,Enamor Women Black Bra,Casual Black Bra Summer
17443,22461,Women,Apparel,Bottomwear,Leggings,Pink,Fall,Casual,Myntra Women Dark Pink Leggings,Casual Pink Leggings Fall
17444,29089,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Converse Unisex Printed Black & Green Shoes,Casual Black Casual Shoes Summer
17445,50041,Women,Apparel,Innerwear,Bra,Black,Winter,Casual,Hanes Women Black Concealing Petals Underwire Moulded Bra,Casual Black Bra Winter
17446,34504,Women,Apparel,Bottomwear,Trousers,Beige,Summer,Formal,Van Heusen Woman Beige Trousers,Formal Beige Trousers Summer
17447,42584,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,United Colors of Benetton Men White T-shirt,Casual White Tshirts Summer
17448,9399,Women,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,Nike Women Wmns Dou Black Sports Shoes,Sports Black Sports Shoes Fall
17449,13326,Men,Apparel,Topwear,Shirts,Brown,Fall,Casual,Gini and Jony Kids Boys Printed Brown Shirts,Casual Brown Shirts Fall
17450,24796,Women,Apparel,Apparel Set,Kurta Sets,Red,Summer,Ethnic,Vishudh Women Red & Yellow Churidar Kurta with Dupatta,Ethnic Red Kurta Sets Summer
17451,33721,Women,Apparel,Bottomwear,Leggings,Peach,Fall,Casual,Pieces Women Peach Leggings,Casual Peach Leggings Fall
17452,41301,Girls,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Gini and Jony Grils Polo Striped Pink T-shirt,Casual Pink Tshirts Summer
17453,11471,Women,Apparel,Topwear,Tops,Brown,Fall,Casual,United Colors of Benetton Women Light Winter Brown Tops,Casual Brown Tops Fall
17454,14103,Women,Apparel,Topwear,Tshirts,Cream,Fall,Casual,Flying Machine Women Solid Cream Tops,Casual Cream Tshirts Fall
17455,20336,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Nike Black Legend      Training  Tshirts,Sports Black Tshirts Fall
17456,36253,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set,Casual Navy Blue Night suits Summer
17457,4486,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Lotto Men's Stadio Suprema Black White Shoe,Sports Black Sports Shoes Summer
17458,33513,Women,Footwear,Shoes,Heels,Black,Summer,Casual,Cobblerz Women Black Peep Toes,Casual Black Heels Summer
17459,57056,Women,Apparel,Dress,Dresses,Cream,Summer,Casual,Elle Women White Shift Dress,Casual Cream Dresses Summer
17460,10791,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Wrangler Men Manitoba Piping Black Shirts,Casual Black Shirts Fall
17461,25476,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Casual,Nike Men Lite Force  Red Casual Shoes,Casual Red Casual Shoes Summer
17462,14331,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Men Lengo FG White Sports Shoes,Sports White Sports Shoes Fall
17463,20104,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,Diva Women Printed Blue Kurta,Ethnic Blue Kurtas Fall
17464,5766,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Jealous 21 Women Black Jegging,Casual Black Jeans Summer
17465,44441,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Gliders Men Brown Davis Sandals,Casual Brown Sandals Summer
17466,45593,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Arrow Men Black Formal Shoes,Formal Black Formal Shoes Summer
17467,52524,Women,Apparel,Bottomwear,Jeggings,Black,Summer,Casual,Pepe Jeans Women Black Jeggings,Casual Black Jeggings Summer
17468,39815,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Red Tape Men Black Sandals,Casual Black Sandals Summer
17469,8845,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,Scullers Men Scul Grey Trousers,Casual Grey Trousers Summer
17470,16466,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Locomotive Men Check Blue Shirt,Casual Blue Shirts Fall
17471,7031,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,s.Oliver Men's What Up Cracker White T-shirt,Casual White Tshirts Summer
17472,13928,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,United Colors of Benetton Women Solid Pink Tops,Casual Pink Tops Summer
17473,34736,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Puma Unisex Faas Steady Power White Shoes,Casual White Casual Shoes Summer
17474,9997,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Palm Tree Girls Hs Livia Top Blue Tops,Casual Blue Tops Summer
17475,8079,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,ADIDAS Men Zeitfrei Slide Ff Black Sandals,Casual Black Sandals Fall
17476,3491,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,ADIDAS Men Hispana Red Black Sandal,Casual Black Sandals Fall
17477,31244,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Drone Green T-shirt,Casual Green Tshirts Summer
17478,13114,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Numero Uno Men Casual White Casual Shoes,Casual White Casual Shoes Summer
17479,43664,Women,Apparel,Topwear,Tunics,Pink,Summer,Casual,ONLY Women Pink Tunic,Casual Pink Tunics Summer
17480,2543,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,Casual,Numero Uno Men's Casual Green Flip Flop,Casual Green Flip Flops Fall
17481,35422,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,ADIDAS Men Terra Sports Lea II Black Sandals,Casual Black Sandals Summer
17482,26809,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,Arrow Men Charcoal Flat Front Trousers,Formal Charcoal Trousers Summer
17483,22495,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,ADIDAS Men Adistar Ride 3  White  Sports Shoes,Sports White Sports Shoes Summer
17484,47002,Women,Apparel,Topwear,Kurtas,Rust,Summer,Ethnic,Shree Women Rust Kurta,Ethnic Rust Kurtas Summer
17485,6325,Men,Apparel,Topwear,Shirts,White,Summer,Casual,UCB Men Ben Logo White Shirt,Casual White Shirts Summer
17486,12200,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Basics Men Red Polo T-shirt,Casual Red Tshirts Fall
17487,3657,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Casual,Fila Men Emotion Red Shoe,Casual Red Casual Shoes Summer
17488,29841,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,Basics Men Navy Shirt,Casual Navy Blue Shirts Summer
17489,28993,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Status Quo Men Striped White T-shirt,Casual White Tshirts Summer
17490,50889,Women,Apparel,Saree,Sarees,Multi,Fall,Ethnic,Prafful Multi Coloured Printed Sari,Ethnic Multi Sarees Fall
17491,2785,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Ediots Men's Zindagi Jhand Hai Black T-shirt,Casual Black Tshirts Summer
17492,57290,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,French Connection Men Grey Shirt,Casual Grey Shirts Summer
17493,15819,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,Casual,Facit Men Black Innerwear Vest,Casual Black Innerwear Vests Summer
17494,44687,Women,Apparel,Dress,Dresses,Peach,Summer,Casual,Wills Lifestyle Women Peach A-Line Dress,Casual Peach Dresses Summer
17495,53630,Women,Apparel,Innerwear,Bra,Pink,Winter,Casual,Amante Pink Push-Up Bra-BGDR01,Casual Pink Bra Winter
17496,21210,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Quiksilver Men White Cardone Casual Shoes,Casual White Casual Shoes Fall
17497,4472,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports,Puma Men's Complete Itana Silver Blue Black Shoe,Sports Silver Sports Shoes Summer
17498,10765,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,Casual Navy Blue Flip Flops Winter
17499,24550,Women,Apparel,Topwear,Tops,Black,Fall,Ethnic,Mother Earth Women Black Printed Top,Ethnic Black Tops Fall
17500,25482,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual,Nike Unisex Solarsoft Thong Blue Flip Flops,Casual Blue Flip Flops Summer
17501,32435,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,ADIDAS Men Spectrum Night Blue T-shirt,Casual Blue Tshirts Summer
17502,53402,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Alma Women Black Kurta,Ethnic Black Kurtas Fall
17503,38933,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,Casual,Gini and Jony Girls Pink Leggings,Casual Pink Leggings Summer
17504,5792,Women,Apparel,Topwear,Tops,White,Spring,Casual,Jealous 21 Women Multi Color Top,Casual White Tops Spring
17505,4640,Women,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,ADIDAS Women Adi Weld Low Black Orange Shoe,Sports Black Sports Shoes Summer
17506,21022,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Black Coffee Men Blue Slim Fit Shirt,Formal Blue Shirts Fall
17507,16492,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Locomotive Men Printed Blue TShirt,Casual Blue Tshirts Fall
17508,51355,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Spykar Women Light Blue Jeans,Casual Blue Jeans Summer
17509,47230,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Franco Leone Men  Brown Sandals,Casual Brown Sandals Summer
17510,6117,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,Puma Men's Beach Green Black Flip Flop,Casual Green Flip Flops Summer
17511,17540,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,Mark Taylor Men Black & White Striped Shirt,Formal Black Shirts Fall
17512,9963,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Nike Men Tnfl Crew Black T-Shirts,Sports Black Tshirts Fall
17513,3465,Unisex,Apparel,Apparel Set,Swimwear,Black,Fall,Sports,ADIDAS Unisex Black White Swimming Cap,Sports Black Swimwear Fall
17514,12032,Men,Apparel,Topwear,Shirts,Green,Fall,Formal,Mark Taylor Men Green Striped Shirt,Formal Green Shirts Fall
17515,43690,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Doodle Boys Printed Red T-shirt,Casual Red Tshirts Summer
17516,52988,Women,Apparel,Saree,Sarees,Mustard,Summer,Ethnic,FNF Printed Mustard Sari,Ethnic Mustard Sarees Summer
17517,33183,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,Sepia Women Blue Tunic,Casual Blue Tunics Summer
17518,1756,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,Lotto Men White Polo T-shirt,Sports White Tshirts Fall
17519,10301,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Clarks Brown Leather Casual Shoes,Casual Brown Casual Shoes Fall
17520,24134,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,ADIDAS Men White T-shirt,Casual White Tshirts Fall
17521,45103,Women,Apparel,Innerwear,Shapewear,Brown,Summer,Casual,Bwitch Golden Brown Xtra Slim Shapewear,Casual Brown Shapewear Summer
17522,4224,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Probase Men's Party Pink T-shirt,Casual Pink Tshirts Summer
17523,21446,Women,Apparel,Topwear,Tshirts,Blue,Winter,Casual,Roxy Women Blue Printed T-shirt,Casual Blue Tshirts Winter
17524,15673,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Highlander Men High Original Blue Jeans,Casual Blue Jeans Fall
17525,37523,Boys,Apparel,Topwear,Rompers,Yellow,Summer,Casual,Madagascar3 Infant Boys Lemon Yellow Snapsuit Romper,Casual Yellow Rompers Summer
17526,24908,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,United Colors of Benetton Kids Boys Yellow Printed T-shirt,Casual Yellow Tshirts Summer
17527,47654,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,Femella Women Grey Snake Printed Top,Casual Grey Tops Summer
17528,23311,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,W Women Red Kurta,Ethnic Red Kurtas Fall
17529,19882,Women,Footwear,Flip Flops,Flip Flops,Purple,Fall,Casual,ADIDAS Women Hearts Purple Flip Flops,Casual Purple Flip Flops Fall
17530,13584,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,Casual,Hanes Men Half Sleeve Crew Pack of 3 Beige Innerwear T-shirts,Casual Beige Innerwear Vests Summer
17531,17918,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,Nike Men White Polo Tshirt,Sports White Tshirts Summer
17532,42326,Women,Apparel,Saree,Sarees,Red,Summer,Ethnic,Prafful Red Georgette Printed Sari,Ethnic Red Sarees Summer
17533,26663,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Puma Men Metamostro Grey & Purple Shoes,Casual Grey Casual Shoes Summer
17534,23123,Unisex,Footwear,Flip Flops,Flip Flops,Red,Spring,Casual,Converse Unisex Red Basic Flip Flops,Casual Red Flip Flops Spring
17535,6741,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Nike Men's Air Pegasus Black White Shoe,Sports Black Sports Shoes Summer
17536,7693,Women,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Urban Yoga Women's Fly Purple T-shirt,Casual Purple Tshirts Fall
17537,35046,Women,Apparel,Topwear,Kurtas,Maroon,Summer,Ethnic,Fabindia Women Silk Maroon Kurta,Ethnic Maroon Kurtas Summer
17538,51503,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Denizen Women Blue Jeans,Casual Blue Jeans Summer
17539,30534,Women,Apparel,Innerwear,Bra,Pink,Summer,Casual,Lovable Cotton Essentials Pink Bra 421,Casual Pink Bra Summer
17540,9709,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Scullers Men White & Green Check Shirt,Casual White Shirts Fall
17541,27583,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Scullers Men Yellow & Navy Blue Striped T-shirt,Casual Yellow Tshirts Summer
17542,54071,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,ADIDAS Men Black P Absolado Trx HG Football Shoes,Sports Black Sports Shoes Summer
17543,12664,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,Probase Men Stripes Grey Shirts,Casual Grey Shirts Fall
17544,26451,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,Casual,Puma Unisex Navy Flip Flops,Casual Navy Blue Flip Flops Summer
17545,42114,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,ADIDAS Men Navy Blue Shorts,Casual Navy Blue Shorts Summer
17546,41791,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Remanika Women Black Top,Casual Black Tops Summer
17547,32263,Women,Apparel,Topwear,Tunics,Orange,Summer,Ethnic,Fabindia Women Printed Orange Tunic,Ethnic Orange Tunics Summer
17548,24306,Men,Apparel,Bottomwear,Tracksuits,Grey,Fall,Casual,ADIDAS Men Grey & Red Tracksuit,Casual Grey Tracksuits Fall
17549,40643,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,Span Women Red Kurta,Ethnic Red Kurtas Summer
17550,52386,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,Casual,Red Rose Women Yellow Nightdress,Casual Yellow Nightdress Winter
17551,45331,Women,Footwear,Shoes,Heels,Blue,Summer,Casual,Cobblerz Women Blue Heels,Casual Blue Heels Summer
17552,4016,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,Casual,ADIDAS Men's Kestrel Bargundy White Shoe,Casual Maroon Casual Shoes Summer
17553,15821,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,Casual,Facit Men Fitness Red Innerwear Vest,Casual Red Innerwear Vests Summer
17554,1904,Men,Apparel,Topwear,Tshirts,Blue,Winter,Sports,FIFA Men Brazil Blue & Yellow Jersey,Sports Blue Tshirts Winter
17555,31886,Women,Apparel,Saree,Sarees,Orange,Summer,Ethnic,Fabindia Women Orange Cotton Silk Saree,Ethnic Orange Sarees Summer
17556,29045,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,ADIDAS Men Aess Polo Navy Blue T-shirt,Casual Navy Blue Tshirts Summer
17557,26831,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,Highlander Men Black Trousers,Casual Black Trousers Summer
17558,30954,Women,Apparel,Topwear,Tops,Beige,Summer,Casual,Fabindia Women Beige Top,Casual Beige Tops Summer
17559,42548,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Mother Earth Women Blue Kurta,Ethnic Blue Kurtas Summer
17560,12238,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Genesis Men Stripes Blue Shirts,Formal Blue Shirts Fall
17561,18702,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual,Hanes Men Ultimate Blue Brief,Casual Blue Briefs Summer
17562,48072,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,French Connection Men Black T-shirt,Casual Black Tshirts Summer
17563,12836,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Ant Kids Tennis Green T-Shirt,Casual Green Tshirts Fall
17564,8889,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,John Miller Men Black Shirt,Formal Black Shirts Fall
17565,29277,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,Wrangler Women Salena Blue Shirt,Casual Blue Shirts Summer
17566,47208,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,Franco Leone Men Brown Formal Shoes,Formal Brown Formal Shoes Summer
17567,31288,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,PUMA Black Training Polo T-shirt,Sports Black Tshirts Summer
17568,48240,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Avengers Boys Yellow Printed T-shirt,Casual Yellow Tshirts Summer
17569,9167,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Race Blue Jeans,Casual Blue Jeans Fall
17570,6913,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,Timberland Men Granite Trailway Black Floater,Casual Black Sandals Fall
17571,37943,Women,Apparel,Topwear,Tunics,Beige,Summer,Casual,Mineral Women Beige Tunic,Casual Beige Tunics Summer
17572,59100,Women,Apparel,Innerwear,Briefs,Purple,Summer,Casual,Peri Peri Women Purple Brief,Casual Purple Briefs Summer
17573,56974,Women,Footwear,Shoes,Flats,Beige,Winter,Casual,HM Women Beige Sandals,Casual Beige Flats Winter
17574,23329,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,W Women Brown Kurta,Ethnic Brown Kurtas Fall
17575,18968,Men,Apparel,Topwear,Sweaters,Black,Fall,Casual,United Colors of Benetton Men Solid Black Sweater,Casual Black Sweaters Fall
17576,7499,Women,Apparel,Topwear,Tshirts,Peach,Summer,Sports,Nike Women's Peach Polo T-shirt,Sports Peach Tshirts Summer
17577,3805,Unisex,Footwear,Sandal,Sandals,Black,Summer,Casual,Crocs Unisex Beach Black Sandal,Casual Black Sandals Summer
17578,17920,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Nike Mens Traning Blue T-shirt,Casual Blue Tshirts Summer
17579,9503,Men,Apparel,Topwear,Shirts,Peach,Fall,Formal,John Miller Men Peach Shirt,Formal Peach Shirts Fall
17580,19086,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,W Women Thread Work Green Kurta,Ethnic Green Kurtas Fall
17581,39481,Women,Apparel,Topwear,Kurtis,Blue,Summer,Ethnic,Diva Women Blue Kurti,Ethnic Blue Kurtis Summer
17582,10339,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,United Colors of Benetton Women Black Polo T-shirt,Casual Black Tshirts Fall
17583,40449,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,Red Tape Men Brown Formal Shoes,Formal Brown Formal Shoes Winter
17584,32855,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,Grendha Women Kall Ad Beige Flats,Casual Beige Heels Winter
17585,4812,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,ADIDAS Men's F50 St Pes Blue T-Shirt,Sports Blue Tshirts Summer
17586,38761,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Nike Women Air Rift Grey Sports Shoes,Sports Grey Sports Shoes Summer
17587,59756,Women,Apparel,Innerwear,Shapewear,White,Summer,Casual,Avirate White Wired Corset Shapewear,Casual White Shapewear Summer
17588,15479,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Puma Men Logo Black Tshirts,Casual Black Tshirts Fall
17589,58684,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,ALayna Women Printed Beige Kurta,Ethnic Beige Kurtas Summer
17590,37729,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,John Players Men Check Blue Shirt,Casual Blue Shirts Summer
17591,6779,Men,Apparel,Topwear,Shirts,Olive,Summer,Casual,Timberland Men Claremont Popl Olive Shirt,Casual Olive Shirts Summer
17592,18366,Men,Apparel,Innerwear,Briefs,White,Summer,Casual,Undercolors of Benetton Men White Pack of 3 V-Briefs,Casual White Briefs Summer
17593,54049,Women,Apparel,Bottomwear,Jeggings,Navy Blue,Summer,Casual,Myntra Women Navy Blue Jeggings,Casual Navy Blue Jeggings Summer
17594,34990,Women,Apparel,Saree,Sarees,Grey,Summer,Ethnic,Fabindia H& Printed Grey Cotton Mull Sari,Ethnic Grey Sarees Summer
17595,23927,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports,Lotto Men Silver Madrid Sports Shoes,Sports Silver Sports Shoes Summer
17596,48416,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,French Connection Men Blue Printed T-shirt,Casual Blue Tshirts Summer
17597,26469,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Puma Men Story Graphic Grey T-shirt,Casual Grey Tshirts Summer
17598,28735,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,W Women Printed Brown Kurta,Ethnic Brown Kurtas Summer
17599,2923,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,DUSG Men's Sariska Organic Olive T-shirt,Casual Green Tshirts Fall
17600,13548,Women,Footwear,Shoes,Heels,Green,Spring,Casual,Carlton London Women Casual Green Flats,Casual Green Heels Spring
17601,19072,Women,Apparel,Topwear,Kurtis,Red,Fall,Ethnic,W Women Small Flower Pattern Red Kurti,Ethnic Red Kurtis Fall
17602,16806,Girls,Apparel,Bottomwear,Shorts,White,Fall,Casual,ANT Kids Girls Solid White Short,Casual White Shorts Fall
17603,52944,Women,Apparel,Saree,Sarees,Off White,Summer,Ethnic,FNF Printed Blue Sari,Ethnic Off White Sarees Summer
17604,39475,Women,Apparel,Topwear,Kurtis,White,Summer,Ethnic,Diva Women White Printed Kurti,Ethnic White Kurtis Summer
17605,44821,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,Casual,Clarks Men Dark Navy Malta Drive Loafers,Casual Navy Blue Casual Shoes Fall
17606,59590,Women,Apparel,Saree,Sarees,Red,Fall,Ethnic,FNF Red & Black Evening Wear Sari,Ethnic Red Sarees Fall
17607,33973,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,Femella Women Printed Blue Tunic,Casual Blue Tunics Summer
17608,39647,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,Lotto Men White Casual Shoe,Casual White Casual Shoes Summer
17609,38795,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Free Authority Men White Polo Striped T-shirt,Casual White Tshirts Fall
17610,5934,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,ADIDAS Men's Daily Vulc Mid Structure Black Shoe,Casual Black Casual Shoes Summer
17611,11811,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Vishudh Women Pigment Print Black Kurtas,Ethnic Black Kurtas Fall
17612,58670,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,ALayna Women Black Kurta,Ethnic Black Kurtas Summer
17613,5108,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Wrangler Women Yoke Tucks Check Blue Black Top,Casual Blue Tops Summer
17614,34158,Girls,Apparel,Topwear,Tops,White,Summer,Casual,Gini and Jony Girls Printed White Top,Casual White Tops Summer
17615,28507,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,Nike Men Training Black T-shirt,Sports Black Tshirts Summer
17616,16208,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Casual,Puma Men Cheveron Wording Black SweatShirt,Casual Black Sweatshirts Fall
17617,18392,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual,Undercolors of Benetton Men Black V-Brief,Casual Black Briefs Summer
17618,22801,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Locomotive Men Blue Check Shirt,Casual Blue Shirts Fall
